session,frame,time,image,command,command_name,steering,speed,gps_x,gps_y
camilo_20260627_091554,19,2.144,img\camilo_20260627_091554_000019.jpg,2,FOLLOW,0.00000,30.00,-238.130,36.902
camilo_20260627_091554,20,2.256,img\camilo_20260627_091554_000020.jpg,2,FOLLOW,0.00000,30.00,-238.130,35.967
camilo_20260627_091554,21,2.368,img\camilo_20260627_091554_000021.jpg,2,FOLLOW,0.00000,30.00,-238.130,35.033
camilo_20260627_091554,22,2.480,img\camilo_20260627_091554_000022.jpg,2,FOLLOW,0.00000,30.00,-238.130,34.100
camilo_20260627_091554,23,2.592,img\camilo_20260627_091554_000023.jpg,2,FOLLOW,0.00000,30.00,-238.130,33.167
camilo_20260627_091554,24,2.704,img\camilo_20260627_091554_000024.jpg,2,FOLLOW,0.00000,30.00,-238.130,32.234
camilo_20260627_091554,25,2.816,img\camilo_20260627_091554_000025.jpg,2,FOLLOW,0.00000,30.00,-238.130,31.301
camilo_20260627_091554,26,2.928,img\camilo_20260627_091554_000026.jpg,2,FOLLOW,0.00000,30.00,-238.130,30.368
camilo_20260627_091554,27,3.040,img\camilo_20260627_091554_000027.jpg,2,FOLLOW,0.00000,30.00,-238.130,29.434
camilo_20260627_091554,28,3.152,img\camilo_20260627_091554_000028.jpg,2,FOLLOW,0.00000,30.00,-238.130,28.501
camilo_20260627_091554,29,3.264,img\camilo_20260627_091554_000029.jpg,2,FOLLOW,0.00000,30.00,-238.130,27.568
camilo_20260627_091554,30,3.376,img\camilo_20260627_091554_000030.jpg,2,FOLLOW,0.00000,30.00,-238.130,26.635
camilo_20260627_091554,31,3.488,img\camilo_20260627_091554_000031.jpg,2,FOLLOW,0.00000,30.00,-238.130,25.701
camilo_20260627_091554,32,3.600,img\camilo_20260627_091554_000032.jpg,2,FOLLOW,0.00000,30.00,-238.130,24.768
camilo_20260627_091554,33,3.712,img\camilo_20260627_091554_000033.jpg,2,FOLLOW,0.00000,30.00,-238.130,23.835
camilo_20260627_091554,34,3.824,img\camilo_20260627_091554_000034.jpg,2,FOLLOW,0.00000,30.00,-238.130,22.902
camilo_20260627_091554,35,3.936,img\camilo_20260627_091554_000035.jpg,2,FOLLOW,0.00000,30.00,-238.130,21.969
camilo_20260627_091554,36,4.048,img\camilo_20260627_091554_000036.jpg,2,FOLLOW,0.00000,30.00,-238.131,21.035
camilo_20260627_091554,37,4.160,img\camilo_20260627_091554_000037.jpg,2,FOLLOW,0.00000,30.00,-238.131,20.102
camilo_20260627_091554,38,4.272,img\camilo_20260627_091554_000038.jpg,2,FOLLOW,0.00000,30.00,-238.131,19.169
camilo_20260627_091554,39,4.384,img\camilo_20260627_091554_000039.jpg,2,FOLLOW,0.00000,30.00,-238.131,18.236
camilo_20260627_091554,40,4.496,img\camilo_20260627_091554_000040.jpg,2,FOLLOW,0.00000,30.00,-238.131,17.302
camilo_20260627_091554,41,4.608,img\camilo_20260627_091554_000041.jpg,2,FOLLOW,0.00000,30.00,-238.131,16.369
camilo_20260627_091554,42,4.720,img\camilo_20260627_091554_000042.jpg,2,FOLLOW,0.00000,30.00,-238.131,15.436
camilo_20260627_091554,43,4.832,img\camilo_20260627_091554_000043.jpg,2,FOLLOW,0.00000,30.00,-238.131,14.503
camilo_20260627_091554,44,4.944,img\camilo_20260627_091554_000044.jpg,2,FOLLOW,0.00000,30.00,-238.131,13.570
camilo_20260627_091554,45,5.056,img\camilo_20260627_091554_000045.jpg,2,FOLLOW,0.00000,30.00,-238.131,12.636
camilo_20260627_091554,46,5.168,img\camilo_20260627_091554_000046.jpg,2,FOLLOW,0.00000,30.00,-238.131,11.703
camilo_20260627_091554,47,5.280,img\camilo_20260627_091554_000047.jpg,2,FOLLOW,0.00000,30.00,-238.131,10.770
camilo_20260627_091554,48,5.392,img\camilo_20260627_091554_000048.jpg,2,FOLLOW,0.00000,30.00,-238.131,9.837
camilo_20260627_091554,49,5.504,img\camilo_20260627_091554_000049.jpg,2,FOLLOW,0.00000,30.00,-238.131,8.903
camilo_20260627_091554,50,5.616,img\camilo_20260627_091554_000050.jpg,2,FOLLOW,0.00000,30.00,-238.131,7.970
camilo_20260627_091554,51,5.728,img\camilo_20260627_091554_000051.jpg,2,FOLLOW,0.00000,30.00,-238.131,7.037
camilo_20260627_091554,52,5.840,img\camilo_20260627_091554_000052.jpg,2,FOLLOW,0.00000,30.00,-238.131,6.104
camilo_20260627_091554,53,5.952,img\camilo_20260627_091554_000053.jpg,2,FOLLOW,0.00000,30.00,-238.131,5.170
camilo_20260627_091554,54,6.064,img\camilo_20260627_091554_000054.jpg,2,FOLLOW,0.00000,30.00,-238.131,4.237
camilo_20260627_091554,55,6.176,img\camilo_20260627_091554_000055.jpg,2,FOLLOW,0.00000,30.00,-238.131,3.304
camilo_20260627_091554,56,6.288,img\camilo_20260627_091554_000056.jpg,2,FOLLOW,0.00000,30.00,-238.131,2.371
camilo_20260627_091554,57,6.400,img\camilo_20260627_091554_000057.jpg,2,FOLLOW,0.00000,30.00,-238.131,1.438
camilo_20260627_091554,58,6.512,img\camilo_20260627_091554_000058.jpg,2,FOLLOW,0.00000,30.00,-238.131,0.504
camilo_20260627_091554,59,6.624,img\camilo_20260627_091554_000059.jpg,2,FOLLOW,0.00000,30.00,-238.131,-0.429
camilo_20260627_091554,60,6.736,img\camilo_20260627_091554_000060.jpg,2,FOLLOW,0.00000,30.00,-238.131,-1.362
camilo_20260627_091554,61,6.848,img\camilo_20260627_091554_000061.jpg,2,FOLLOW,0.00000,30.00,-238.131,-2.295
camilo_20260627_091554,62,6.960,img\camilo_20260627_091554_000062.jpg,2,FOLLOW,0.00000,30.00,-238.131,-3.229
camilo_20260627_091554,63,7.072,img\camilo_20260627_091554_000063.jpg,2,FOLLOW,0.00000,30.00,-238.131,-4.162
camilo_20260627_091554,64,7.184,img\camilo_20260627_091554_000064.jpg,2,FOLLOW,0.00000,30.00,-238.131,-5.095
camilo_20260627_091554,65,7.296,img\camilo_20260627_091554_000065.jpg,2,FOLLOW,0.00000,30.00,-238.131,-6.028
camilo_20260627_091554,66,7.408,img\camilo_20260627_091554_000066.jpg,2,FOLLOW,0.00000,30.00,-238.131,-6.962
camilo_20260627_091554,67,7.520,img\camilo_20260627_091554_000067.jpg,2,FOLLOW,0.00000,30.00,-238.131,-7.895
camilo_20260627_091554,68,7.632,img\camilo_20260627_091554_000068.jpg,2,FOLLOW,0.00000,30.00,-238.131,-8.828
camilo_20260627_091554,69,7.744,img\camilo_20260627_091554_000069.jpg,2,FOLLOW,0.00000,30.00,-238.131,-9.761
camilo_20260627_091554,70,7.856,img\camilo_20260627_091554_000070.jpg,2,FOLLOW,0.00000,30.00,-238.131,-10.694
camilo_20260627_091554,71,7.968,img\camilo_20260627_091554_000071.jpg,2,FOLLOW,0.00000,30.00,-238.131,-11.628
camilo_20260627_091554,72,8.080,img\camilo_20260627_091554_000072.jpg,2,FOLLOW,0.00000,30.00,-238.131,-12.561
camilo_20260627_091554,73,8.192,img\camilo_20260627_091554_000073.jpg,2,FOLLOW,0.00000,30.00,-238.131,-13.494
camilo_20260627_091554,74,8.304,img\camilo_20260627_091554_000074.jpg,2,FOLLOW,0.00000,30.00,-238.131,-14.427
camilo_20260627_091554,75,8.416,img\camilo_20260627_091554_000075.jpg,2,FOLLOW,0.00000,30.00,-238.131,-15.361
camilo_20260627_091554,76,8.528,img\camilo_20260627_091554_000076.jpg,2,FOLLOW,0.00000,30.00,-238.131,-16.294
camilo_20260627_091554,77,8.640,img\camilo_20260627_091554_000077.jpg,2,FOLLOW,0.00000,30.00,-238.131,-17.227
camilo_20260627_091554,78,8.752,img\camilo_20260627_091554_000078.jpg,2,FOLLOW,0.00000,30.00,-238.131,-18.160
camilo_20260627_091554,79,8.864,img\camilo_20260627_091554_000079.jpg,2,FOLLOW,0.00000,30.00,-238.131,-19.094
camilo_20260627_091554,80,8.976,img\camilo_20260627_091554_000080.jpg,2,FOLLOW,0.00000,30.00,-238.131,-20.027
camilo_20260627_091554,81,9.088,img\camilo_20260627_091554_000081.jpg,2,FOLLOW,0.00000,30.00,-238.131,-20.960
camilo_20260627_091554,82,9.200,img\camilo_20260627_091554_000082.jpg,2,FOLLOW,0.00000,30.00,-238.131,-21.893
camilo_20260627_091554,83,9.312,img\camilo_20260627_091554_000083.jpg,2,FOLLOW,0.00000,30.00,-238.131,-22.826
camilo_20260627_091554,84,9.424,img\camilo_20260627_091554_000084.jpg,2,FOLLOW,0.00000,30.00,-238.131,-23.760
camilo_20260627_091554,85,9.536,img\camilo_20260627_091554_000085.jpg,2,FOLLOW,0.00000,30.00,-238.131,-24.693
camilo_20260627_091554,86,9.648,img\camilo_20260627_091554_000086.jpg,2,FOLLOW,0.00000,30.00,-238.131,-25.626
camilo_20260627_091554,87,9.760,img\camilo_20260627_091554_000087.jpg,2,FOLLOW,0.00000,30.00,-238.131,-26.559
camilo_20260627_091554,88,9.872,img\camilo_20260627_091554_000088.jpg,2,FOLLOW,0.00000,30.00,-238.131,-27.493
camilo_20260627_091554,89,9.984,img\camilo_20260627_091554_000089.jpg,2,FOLLOW,0.00000,30.00,-238.132,-28.426
camilo_20260627_091554,90,10.096,img\camilo_20260627_091554_000090.jpg,2,FOLLOW,0.00000,30.00,-238.132,-29.359
camilo_20260627_091554,91,10.208,img\camilo_20260627_091554_000091.jpg,2,FOLLOW,0.00000,30.00,-238.132,-30.292
camilo_20260627_091554,92,10.320,img\camilo_20260627_091554_000092.jpg,2,FOLLOW,0.00000,30.00,-238.132,-31.225
camilo_20260627_091554,93,10.432,img\camilo_20260627_091554_000093.jpg,2,FOLLOW,0.00000,30.00,-238.132,-32.159
camilo_20260627_091554,94,10.544,img\camilo_20260627_091554_000094.jpg,2,FOLLOW,0.00000,30.00,-238.132,-33.092
camilo_20260627_091554,95,10.656,img\camilo_20260627_091554_000095.jpg,2,FOLLOW,0.00000,30.00,-238.132,-34.025
camilo_20260627_091554,96,10.768,img\camilo_20260627_091554_000096.jpg,2,FOLLOW,0.00000,30.00,-238.132,-34.958
camilo_20260627_091554,97,10.880,img\camilo_20260627_091554_000097.jpg,2,FOLLOW,0.00000,30.00,-238.132,-35.892
camilo_20260627_091554,98,10.992,img\camilo_20260627_091554_000098.jpg,2,FOLLOW,0.00000,30.00,-238.132,-36.825
camilo_20260627_091554,99,11.104,img\camilo_20260627_091554_000099.jpg,2,FOLLOW,0.00000,30.00,-238.132,-37.758
camilo_20260627_091554,100,11.216,img\camilo_20260627_091554_000100.jpg,2,FOLLOW,0.00000,30.00,-238.132,-38.691
camilo_20260627_091554,101,11.328,img\camilo_20260627_091554_000101.jpg,2,FOLLOW,0.00000,30.00,-238.132,-39.625
camilo_20260627_091554,102,11.440,img\camilo_20260627_091554_000102.jpg,2,FOLLOW,0.00000,30.00,-238.132,-40.558
camilo_20260627_091554,103,11.552,img\camilo_20260627_091554_000103.jpg,2,FOLLOW,0.00000,30.00,-238.132,-41.491
camilo_20260627_091554,104,11.664,img\camilo_20260627_091554_000104.jpg,2,FOLLOW,0.00000,30.00,-238.132,-42.424
camilo_20260627_091554,105,11.776,img\camilo_20260627_091554_000105.jpg,2,FOLLOW,0.00000,30.00,-238.132,-43.357
camilo_20260627_091554,106,11.888,img\camilo_20260627_091554_000106.jpg,2,FOLLOW,0.00000,30.00,-238.132,-44.291
camilo_20260627_091554,107,12.000,img\camilo_20260627_091554_000107.jpg,2,FOLLOW,0.00000,30.00,-238.132,-45.224
camilo_20260627_091554,108,12.112,img\camilo_20260627_091554_000108.jpg,2,FOLLOW,0.00000,30.00,-238.132,-46.157
camilo_20260627_091554,109,12.224,img\camilo_20260627_091554_000109.jpg,2,FOLLOW,0.00000,30.00,-238.132,-47.090
camilo_20260627_091554,110,12.336,img\camilo_20260627_091554_000110.jpg,2,FOLLOW,0.00000,30.00,-238.132,-48.024
camilo_20260627_091554,111,12.448,img\camilo_20260627_091554_000111.jpg,2,FOLLOW,0.00000,30.00,-238.132,-48.957
camilo_20260627_091554,112,12.560,img\camilo_20260627_091554_000112.jpg,2,FOLLOW,0.00000,30.00,-238.132,-49.890
camilo_20260627_091554,113,12.672,img\camilo_20260627_091554_000113.jpg,2,FOLLOW,0.00000,30.00,-238.132,-50.823
camilo_20260627_091554,114,12.784,img\camilo_20260627_091554_000114.jpg,2,FOLLOW,0.00000,30.00,-238.132,-51.757
camilo_20260627_091554,115,12.896,img\camilo_20260627_091554_000115.jpg,2,FOLLOW,0.00000,30.00,-238.132,-52.690
camilo_20260627_091554,116,13.008,img\camilo_20260627_091554_000116.jpg,2,FOLLOW,0.00000,30.00,-238.132,-53.623
camilo_20260627_091554,117,13.120,img\camilo_20260627_091554_000117.jpg,2,FOLLOW,0.00000,30.00,-238.132,-54.556
camilo_20260627_091554,118,13.232,img\camilo_20260627_091554_000118.jpg,2,FOLLOW,0.00000,30.00,-238.132,-55.489
camilo_20260627_091554,119,13.344,img\camilo_20260627_091554_000119.jpg,2,FOLLOW,0.00000,30.00,-238.132,-56.423
camilo_20260627_091554,120,13.456,img\camilo_20260627_091554_000120.jpg,2,FOLLOW,0.00000,30.00,-238.132,-57.356
camilo_20260627_091554,121,13.568,img\camilo_20260627_091554_000121.jpg,2,FOLLOW,0.00000,30.00,-238.132,-58.289
camilo_20260627_091554,122,13.680,img\camilo_20260627_091554_000122.jpg,2,FOLLOW,0.00000,30.00,-238.132,-59.222
camilo_20260627_091554,123,13.792,img\camilo_20260627_091554_000123.jpg,2,FOLLOW,0.00000,30.00,-238.132,-60.156
camilo_20260627_091554,124,13.904,img\camilo_20260627_091554_000124.jpg,2,FOLLOW,0.00000,30.00,-238.132,-61.089
camilo_20260627_091554,125,14.016,img\camilo_20260627_091554_000125.jpg,2,FOLLOW,0.00000,30.00,-238.132,-62.022
camilo_20260627_091554,126,14.128,img\camilo_20260627_091554_000126.jpg,2,FOLLOW,0.00000,30.00,-238.132,-62.955
camilo_20260627_091554,127,14.240,img\camilo_20260627_091554_000127.jpg,2,FOLLOW,0.00000,30.00,-238.132,-63.889
camilo_20260627_091554,128,14.352,img\camilo_20260627_091554_000128.jpg,2,FOLLOW,0.00000,30.00,-238.132,-64.822
camilo_20260627_091554,129,14.464,img\camilo_20260627_091554_000129.jpg,2,FOLLOW,0.00000,30.00,-238.132,-65.755
camilo_20260627_091554,130,14.576,img\camilo_20260627_091554_000130.jpg,2,FOLLOW,0.00000,23.00,-238.132,-66.671
camilo_20260627_091554,131,14.688,img\camilo_20260627_091554_000131.jpg,2,FOLLOW,0.00000,23.00,-238.132,-67.537
camilo_20260627_091554,132,14.800,img\camilo_20260627_091554_000132.jpg,2,FOLLOW,0.00000,23.00,-238.132,-68.353
camilo_20260627_091554,133,14.912,img\camilo_20260627_091554_000133.jpg,2,FOLLOW,0.00000,23.00,-238.132,-69.118
camilo_20260627_091554,134,15.024,img\camilo_20260627_091554_000134.jpg,2,FOLLOW,0.00000,23.00,-238.132,-69.839
camilo_20260627_091554,135,15.136,img\camilo_20260627_091554_000135.jpg,2,FOLLOW,0.00000,23.00,-238.132,-70.553
camilo_20260627_091554,136,15.248,img\camilo_20260627_091554_000136.jpg,2,FOLLOW,0.00000,23.00,-238.132,-71.268
camilo_20260627_091554,137,15.360,img\camilo_20260627_091554_000137.jpg,2,FOLLOW,0.00000,23.00,-238.132,-71.984
camilo_20260627_091554,138,15.472,img\camilo_20260627_091554_000138.jpg,2,FOLLOW,0.00000,23.00,-238.132,-72.700
camilo_20260627_091554,139,15.584,img\camilo_20260627_091554_000139.jpg,2,FOLLOW,0.00000,23.00,-238.132,-73.415
camilo_20260627_091554,140,15.696,img\camilo_20260627_091554_000140.jpg,2,FOLLOW,0.00000,25.00,-238.132,-74.131
camilo_20260627_091554,141,15.808,img\camilo_20260627_091554_000141.jpg,2,FOLLOW,0.00000,30.00,-238.132,-74.877
camilo_20260627_091554,142,15.920,img\camilo_20260627_091554_000142.jpg,2,FOLLOW,0.00000,30.00,-238.132,-75.674
camilo_20260627_091554,143,16.032,img\camilo_20260627_091554_000143.jpg,2,FOLLOW,0.00000,30.00,-238.132,-76.522
camilo_20260627_091554,144,16.144,img\camilo_20260627_091554_000144.jpg,2,FOLLOW,0.00000,30.00,-238.133,-77.419
camilo_20260627_091554,145,16.256,img\camilo_20260627_091554_000145.jpg,2,FOLLOW,0.00000,30.00,-238.133,-78.353
camilo_20260627_091554,146,16.368,img\camilo_20260627_091554_000146.jpg,2,FOLLOW,0.00000,30.00,-238.133,-79.287
camilo_20260627_091554,147,16.480,img\camilo_20260627_091554_000147.jpg,2,FOLLOW,0.00000,30.00,-238.133,-80.220
camilo_20260627_091554,148,16.592,img\camilo_20260627_091554_000148.jpg,2,FOLLOW,0.00000,30.00,-238.133,-81.153
camilo_20260627_091554,149,16.704,img\camilo_20260627_091554_000149.jpg,2,FOLLOW,0.00000,30.00,-238.133,-82.086
camilo_20260627_091554,150,16.816,img\camilo_20260627_091554_000150.jpg,2,FOLLOW,0.00000,30.00,-238.133,-83.020
camilo_20260627_091554,151,16.928,img\camilo_20260627_091554_000151.jpg,2,FOLLOW,0.00000,30.00,-238.133,-83.953
camilo_20260627_091554,152,17.040,img\camilo_20260627_091554_000152.jpg,2,FOLLOW,0.00000,30.00,-238.133,-84.886
camilo_20260627_091554,153,17.152,img\camilo_20260627_091554_000153.jpg,2,FOLLOW,0.00000,30.00,-238.133,-85.819
camilo_20260627_091554,154,17.264,img\camilo_20260627_091554_000154.jpg,2,FOLLOW,0.00000,30.00,-238.133,-86.753
camilo_20260627_091554,155,17.376,img\camilo_20260627_091554_000155.jpg,2,FOLLOW,0.00000,30.00,-238.133,-87.686
camilo_20260627_091554,156,17.488,img\camilo_20260627_091554_000156.jpg,2,FOLLOW,0.00000,30.00,-238.133,-88.619
camilo_20260627_091554,157,17.600,img\camilo_20260627_091554_000157.jpg,2,FOLLOW,0.00000,30.00,-238.133,-89.552
camilo_20260627_091554,158,17.712,img\camilo_20260627_091554_000158.jpg,2,FOLLOW,0.00000,30.00,-238.133,-90.486
camilo_20260627_091554,159,17.824,img\camilo_20260627_091554_000159.jpg,2,FOLLOW,0.00000,30.00,-238.133,-91.419
camilo_20260627_091554,160,17.936,img\camilo_20260627_091554_000160.jpg,2,FOLLOW,0.00000,30.00,-238.133,-92.352
camilo_20260627_091554,161,18.048,img\camilo_20260627_091554_000161.jpg,2,FOLLOW,0.00000,30.00,-238.133,-93.285
camilo_20260627_091554,162,18.160,img\camilo_20260627_091554_000162.jpg,2,FOLLOW,0.00000,30.00,-238.133,-94.218
camilo_20260627_091554,163,18.272,img\camilo_20260627_091554_000163.jpg,2,FOLLOW,0.00000,30.00,-238.133,-95.152
camilo_20260627_091554,164,18.384,img\camilo_20260627_091554_000164.jpg,2,FOLLOW,0.00000,30.00,-238.133,-96.085
camilo_20260627_091554,165,18.496,img\camilo_20260627_091554_000165.jpg,2,FOLLOW,0.00000,30.00,-238.133,-97.018
camilo_20260627_091554,166,18.608,img\camilo_20260627_091554_000166.jpg,2,FOLLOW,0.00000,30.00,-238.133,-97.951
camilo_20260627_091554,167,18.720,img\camilo_20260627_091554_000167.jpg,2,FOLLOW,0.00000,30.00,-238.133,-98.885
camilo_20260627_091554,168,18.832,img\camilo_20260627_091554_000168.jpg,2,FOLLOW,0.00000,30.00,-238.133,-99.818
camilo_20260627_091554,169,18.944,img\camilo_20260627_091554_000169.jpg,2,FOLLOW,0.00000,30.00,-238.133,-100.751
camilo_20260627_091554,170,19.056,img\camilo_20260627_091554_000170.jpg,2,FOLLOW,0.00000,30.00,-238.133,-101.684
camilo_20260627_091554,171,19.168,img\camilo_20260627_091554_000171.jpg,2,FOLLOW,0.00000,30.00,-238.133,-102.618
camilo_20260627_091554,172,19.280,img\camilo_20260627_091554_000172.jpg,2,FOLLOW,0.00000,30.00,-238.133,-103.551
camilo_20260627_091554,173,19.392,img\camilo_20260627_091554_000173.jpg,2,FOLLOW,0.00000,30.00,-238.133,-104.484
camilo_20260627_091554,174,19.504,img\camilo_20260627_091554_000174.jpg,2,FOLLOW,0.00000,30.00,-238.133,-105.417
camilo_20260627_091554,175,19.616,img\camilo_20260627_091554_000175.jpg,2,FOLLOW,0.00000,30.00,-238.133,-106.350
camilo_20260627_091554,176,19.728,img\camilo_20260627_091554_000176.jpg,2,FOLLOW,0.00000,30.00,-238.133,-107.284
camilo_20260627_091554,177,19.840,img\camilo_20260627_091554_000177.jpg,2,FOLLOW,0.00000,30.00,-238.133,-108.217
camilo_20260627_091554,178,19.952,img\camilo_20260627_091554_000178.jpg,2,FOLLOW,0.00000,30.00,-238.133,-109.150
camilo_20260627_091554,179,20.064,img\camilo_20260627_091554_000179.jpg,2,FOLLOW,0.00000,30.00,-238.133,-110.083
camilo_20260627_091554,180,20.176,img\camilo_20260627_091554_000180.jpg,2,FOLLOW,0.00000,30.00,-238.133,-111.017
camilo_20260627_091554,181,20.288,img\camilo_20260627_091554_000181.jpg,2,FOLLOW,0.00000,30.00,-238.133,-111.950
camilo_20260627_091554,182,20.400,img\camilo_20260627_091554_000182.jpg,2,FOLLOW,0.00000,30.00,-238.133,-112.883
camilo_20260627_091554,183,20.512,img\camilo_20260627_091554_000183.jpg,2,FOLLOW,0.00000,30.00,-238.133,-113.816
camilo_20260627_091554,184,20.624,img\camilo_20260627_091554_000184.jpg,2,FOLLOW,0.00000,30.00,-238.133,-114.750
camilo_20260627_091554,185,20.736,img\camilo_20260627_091554_000185.jpg,2,FOLLOW,0.00000,30.00,-238.133,-115.683
camilo_20260627_091554,186,20.848,img\camilo_20260627_091554_000186.jpg,2,FOLLOW,0.00000,30.00,-238.133,-116.616
camilo_20260627_091554,187,20.960,img\camilo_20260627_091554_000187.jpg,2,FOLLOW,0.00000,30.00,-238.133,-117.549
camilo_20260627_091554,188,21.072,img\camilo_20260627_091554_000188.jpg,2,FOLLOW,0.00000,30.00,-238.133,-118.482
camilo_20260627_091554,189,21.184,img\camilo_20260627_091554_000189.jpg,2,FOLLOW,0.00000,30.00,-238.133,-119.416
camilo_20260627_091554,190,21.296,img\camilo_20260627_091554_000190.jpg,2,FOLLOW,0.00000,30.00,-238.133,-120.349
camilo_20260627_091554,191,21.408,img\camilo_20260627_091554_000191.jpg,2,FOLLOW,0.00000,30.00,-238.133,-121.282
camilo_20260627_091554,192,21.520,img\camilo_20260627_091554_000192.jpg,2,FOLLOW,0.00000,30.00,-238.133,-122.215
camilo_20260627_091554,193,21.632,img\camilo_20260627_091554_000193.jpg,2,FOLLOW,0.00000,30.00,-238.133,-123.149
camilo_20260627_091554,194,21.744,img\camilo_20260627_091554_000194.jpg,2,FOLLOW,0.00000,30.00,-238.133,-124.082
camilo_20260627_091554,195,21.856,img\camilo_20260627_091554_000195.jpg,2,FOLLOW,0.00000,30.00,-238.133,-125.015
camilo_20260627_091554,196,21.968,img\camilo_20260627_091554_000196.jpg,2,FOLLOW,0.00000,30.00,-238.133,-125.948
camilo_20260627_091554,197,22.080,img\camilo_20260627_091554_000197.jpg,2,FOLLOW,0.00000,30.00,-238.134,-126.881
camilo_20260627_091554,198,22.192,img\camilo_20260627_091554_000198.jpg,2,FOLLOW,0.00000,30.00,-238.134,-127.815
camilo_20260627_091554,199,22.304,img\camilo_20260627_091554_000199.jpg,2,FOLLOW,0.00000,30.00,-238.134,-128.748
camilo_20260627_091554,200,22.416,img\camilo_20260627_091554_000200.jpg,2,FOLLOW,0.00000,30.00,-238.134,-129.681
camilo_20260627_091554,201,22.528,img\camilo_20260627_091554_000201.jpg,2,FOLLOW,0.00000,30.00,-238.134,-130.614
camilo_20260627_091554,202,22.640,img\camilo_20260627_091554_000202.jpg,2,FOLLOW,0.00000,30.00,-238.134,-131.548
camilo_20260627_091554,203,22.752,img\camilo_20260627_091554_000203.jpg,2,FOLLOW,0.00000,30.00,-238.134,-132.481
camilo_20260627_091554,204,22.864,img\camilo_20260627_091554_000204.jpg,2,FOLLOW,0.00000,30.00,-238.134,-133.414
camilo_20260627_091554,205,22.976,img\camilo_20260627_091554_000205.jpg,2,FOLLOW,0.00000,30.00,-238.134,-134.347
camilo_20260627_091554,206,23.088,img\camilo_20260627_091554_000206.jpg,2,FOLLOW,0.00000,30.00,-238.134,-135.281
camilo_20260627_091554,207,23.200,img\camilo_20260627_091554_000207.jpg,2,FOLLOW,0.00000,30.00,-238.134,-136.214
camilo_20260627_091554,208,23.312,img\camilo_20260627_091554_000208.jpg,2,FOLLOW,0.00000,30.00,-238.134,-137.147
camilo_20260627_091554,209,23.424,img\camilo_20260627_091554_000209.jpg,2,FOLLOW,0.00000,30.00,-238.134,-138.080
camilo_20260627_091554,210,23.536,img\camilo_20260627_091554_000210.jpg,2,FOLLOW,0.00000,30.00,-238.134,-139.013
camilo_20260627_091554,211,23.648,img\camilo_20260627_091554_000211.jpg,2,FOLLOW,0.00000,30.00,-238.134,-139.947
camilo_20260627_091554,212,23.760,img\camilo_20260627_091554_000212.jpg,2,FOLLOW,0.00000,30.00,-238.134,-140.880
camilo_20260627_091554,213,23.872,img\camilo_20260627_091554_000213.jpg,2,FOLLOW,0.00000,30.00,-238.134,-141.813
camilo_20260627_091554,214,23.984,img\camilo_20260627_091554_000214.jpg,2,FOLLOW,0.00000,30.00,-238.134,-142.746
