session,frame,time,image,command,command_name,steering,speed,gps_x,gps_y
Suzu_20260627_091554,114,12.784,img/Suzu_20260627_091554_000114.jpg,2,FOLLOW,0.00000,30.00,-238.132,-51.757
Suzu_20260627_091554,115,12.896,img/Suzu_20260627_091554_000115.jpg,2,FOLLOW,0.00000,30.00,-238.132,-52.690
Suzu_20260627_091554,116,13.008,img/Suzu_20260627_091554_000116.jpg,2,FOLLOW,0.00000,30.00,-238.132,-53.623
Suzu_20260627_091554,117,13.120,img/Suzu_20260627_091554_000117.jpg,2,FOLLOW,0.00000,30.00,-238.132,-54.556
Suzu_20260627_091554,118,13.232,img/Suzu_20260627_091554_000118.jpg,2,FOLLOW,0.00000,30.00,-238.132,-55.489
Suzu_20260627_091554,119,13.344,img/Suzu_20260627_091554_000119.jpg,2,FOLLOW,0.00000,30.00,-238.132,-56.423
Suzu_20260627_091554,120,13.456,img/Suzu_20260627_091554_000120.jpg,2,FOLLOW,0.00000,30.00,-238.132,-57.356
Suzu_20260627_091554,121,13.568,img/Suzu_20260627_091554_000121.jpg,2,FOLLOW,0.00000,30.00,-238.132,-58.289
Suzu_20260627_091554,122,13.680,img/Suzu_20260627_091554_000122.jpg,2,FOLLOW,0.00000,30.00,-238.132,-59.222
Suzu_20260627_091554,123,13.792,img/Suzu_20260627_091554_000123.jpg,2,FOLLOW,0.00000,30.00,-238.132,-60.156
Suzu_20260627_091554,124,13.904,img/Suzu_20260627_091554_000124.jpg,2,FOLLOW,0.00000,30.00,-238.132,-61.089
Suzu_20260627_091554,125,14.016,img/Suzu_20260627_091554_000125.jpg,2,FOLLOW,0.00000,30.00,-238.132,-62.022
Suzu_20260627_091554,126,14.128,img/Suzu_20260627_091554_000126.jpg,2,FOLLOW,0.00000,30.00,-238.132,-62.955
Suzu_20260627_091554,127,14.240,img/Suzu_20260627_091554_000127.jpg,2,FOLLOW,0.00000,30.00,-238.132,-63.889
Suzu_20260627_091554,128,14.352,img/Suzu_20260627_091554_000128.jpg,2,FOLLOW,0.00000,30.00,-238.132,-64.822
Suzu_20260627_091554,129,14.464,img/Suzu_20260627_091554_000129.jpg,2,FOLLOW,0.00000,30.00,-238.132,-65.755
Suzu_20260627_091554,130,14.576,img/Suzu_20260627_091554_000130.jpg,2,FOLLOW,0.00000,23.00,-238.132,-66.671
Suzu_20260627_091554,131,14.688,img/Suzu_20260627_091554_000131.jpg,2,FOLLOW,0.00000,23.00,-238.132,-67.537
Suzu_20260627_091554,132,14.800,img/Suzu_20260627_091554_000132.jpg,2,FOLLOW,0.00000,23.00,-238.132,-68.353
Suzu_20260627_091554,133,14.912,img/Suzu_20260627_091554_000133.jpg,2,FOLLOW,0.00000,23.00,-238.132,-69.118
Suzu_20260627_091554,134,15.024,img/Suzu_20260627_091554_000134.jpg,2,FOLLOW,0.00000,23.00,-238.132,-69.839
Suzu_20260627_091554,135,15.136,img/Suzu_20260627_091554_000135.jpg,2,FOLLOW,0.00000,23.00,-238.132,-70.553
Suzu_20260627_091554,136,15.248,img/Suzu_20260627_091554_000136.jpg,2,FOLLOW,0.00000,23.00,-238.132,-71.268
Suzu_20260627_091554,137,15.360,img/Suzu_20260627_091554_000137.jpg,2,FOLLOW,0.00000,23.00,-238.132,-71.984
Suzu_20260627_091554,138,15.472,img/Suzu_20260627_091554_000138.jpg,2,FOLLOW,0.00000,23.00,-238.132,-72.700
Suzu_20260627_091554,139,15.584,img/Suzu_20260627_091554_000139.jpg,2,FOLLOW,0.00000,23.00,-238.132,-73.415
Suzu_20260627_091554,140,15.696,img/Suzu_20260627_091554_000140.jpg,2,FOLLOW,0.00000,25.00,-238.132,-74.131
Suzu_20260627_091554,141,15.808,img/Suzu_20260627_091554_000141.jpg,2,FOLLOW,0.00000,30.00,-238.132,-74.877
Suzu_20260627_091554,142,15.920,img/Suzu_20260627_091554_000142.jpg,2,FOLLOW,0.00000,30.00,-238.132,-75.674
Suzu_20260627_091554,143,16.032,img/Suzu_20260627_091554_000143.jpg,2,FOLLOW,0.00000,30.00,-238.132,-76.522
Suzu_20260627_091554,144,16.144,img/Suzu_20260627_091554_000144.jpg,2,FOLLOW,0.00000,30.00,-238.133,-77.419
Suzu_20260627_091554,145,16.256,img/Suzu_20260627_091554_000145.jpg,2,FOLLOW,0.00000,30.00,-238.133,-78.353
Suzu_20260627_091554,146,16.368,img/Suzu_20260627_091554_000146.jpg,2,FOLLOW,0.00000,30.00,-238.133,-79.287
Suzu_20260627_091554,147,16.480,img/Suzu_20260627_091554_000147.jpg,2,FOLLOW,0.00000,30.00,-238.133,-80.220
Suzu_20260627_091554,148,16.592,img/Suzu_20260627_091554_000148.jpg,2,FOLLOW,0.00000,30.00,-238.133,-81.153
Suzu_20260627_091554,149,16.704,img/Suzu_20260627_091554_000149.jpg,2,FOLLOW,0.00000,30.00,-238.133,-82.086
Suzu_20260627_091554,150,16.816,img/Suzu_20260627_091554_000150.jpg,2,FOLLOW,0.00000,30.00,-238.133,-83.020
Suzu_20260627_091554,151,16.928,img/Suzu_20260627_091554_000151.jpg,2,FOLLOW,0.00000,30.00,-238.133,-83.953
Suzu_20260627_091554,152,17.040,img/Suzu_20260627_091554_000152.jpg,2,FOLLOW,0.00000,30.00,-238.133,-84.886
Suzu_20260627_091554,153,17.152,img/Suzu_20260627_091554_000153.jpg,2,FOLLOW,0.00000,30.00,-238.133,-85.819
Suzu_20260627_091554,154,17.264,img/Suzu_20260627_091554_000154.jpg,2,FOLLOW,0.00000,30.00,-238.133,-86.753
Suzu_20260627_091554,155,17.376,img/Suzu_20260627_091554_000155.jpg,2,FOLLOW,0.00000,30.00,-238.133,-87.686
Suzu_20260627_091554,156,17.488,img/Suzu_20260627_091554_000156.jpg,2,FOLLOW,0.00000,30.00,-238.133,-88.619
Suzu_20260627_091554,157,17.600,img/Suzu_20260627_091554_000157.jpg,2,FOLLOW,0.00000,30.00,-238.133,-89.552
Suzu_20260627_091554,158,17.712,img/Suzu_20260627_091554_000158.jpg,2,FOLLOW,0.00000,30.00,-238.133,-90.486
Suzu_20260627_091554,159,17.824,img/Suzu_20260627_091554_000159.jpg,2,FOLLOW,0.00000,30.00,-238.133,-91.419
Suzu_20260627_091554,160,17.936,img/Suzu_20260627_091554_000160.jpg,2,FOLLOW,0.00000,30.00,-238.133,-92.352
Suzu_20260627_091554,161,18.048,img/Suzu_20260627_091554_000161.jpg,2,FOLLOW,0.00000,30.00,-238.133,-93.285
Suzu_20260627_091554,162,18.160,img/Suzu_20260627_091554_000162.jpg,2,FOLLOW,0.00000,30.00,-238.133,-94.218
Suzu_20260627_091554,163,18.272,img/Suzu_20260627_091554_000163.jpg,2,FOLLOW,0.00000,30.00,-238.133,-95.152
Suzu_20260627_091554,164,18.384,img/Suzu_20260627_091554_000164.jpg,2,FOLLOW,0.00000,30.00,-238.133,-96.085
Suzu_20260627_091554,165,18.496,img/Suzu_20260627_091554_000165.jpg,2,FOLLOW,0.00000,30.00,-238.133,-97.018
Suzu_20260627_091554,166,18.608,img/Suzu_20260627_091554_000166.jpg,2,FOLLOW,0.00000,30.00,-238.133,-97.951
Suzu_20260627_091554,167,18.720,img/Suzu_20260627_091554_000167.jpg,2,FOLLOW,0.00000,30.00,-238.133,-98.885
Suzu_20260627_091554,168,18.832,img/Suzu_20260627_091554_000168.jpg,2,FOLLOW,0.00000,30.00,-238.133,-99.818
Suzu_20260627_091554,169,18.944,img/Suzu_20260627_091554_000169.jpg,2,FOLLOW,0.00000,30.00,-238.133,-100.751
Suzu_20260627_091554,170,19.056,img/Suzu_20260627_091554_000170.jpg,2,FOLLOW,0.00000,30.00,-238.133,-101.684
Suzu_20260627_091554,171,19.168,img/Suzu_20260627_091554_000171.jpg,2,FOLLOW,0.00000,30.00,-238.133,-102.618
Suzu_20260627_091554,172,19.280,img/Suzu_20260627_091554_000172.jpg,2,FOLLOW,0.00000,30.00,-238.133,-103.551
Suzu_20260627_091554,173,19.392,img/Suzu_20260627_091554_000173.jpg,2,FOLLOW,0.00000,30.00,-238.133,-104.484
Suzu_20260627_091554,174,19.504,img/Suzu_20260627_091554_000174.jpg,2,FOLLOW,0.00000,30.00,-238.133,-105.417
Suzu_20260627_091554,175,19.616,img/Suzu_20260627_091554_000175.jpg,2,FOLLOW,0.00000,30.00,-238.133,-106.350
Suzu_20260627_091554,176,19.728,img/Suzu_20260627_091554_000176.jpg,2,FOLLOW,0.00000,30.00,-238.133,-107.284
Suzu_20260627_091554,177,19.840,img/Suzu_20260627_091554_000177.jpg,2,FOLLOW,0.00000,30.00,-238.133,-108.217
Suzu_20260627_091554,178,19.952,img/Suzu_20260627_091554_000178.jpg,2,FOLLOW,0.00000,30.00,-238.133,-109.150
Suzu_20260627_091554,179,20.064,img/Suzu_20260627_091554_000179.jpg,2,FOLLOW,0.00000,30.00,-238.133,-110.083
Suzu_20260627_091554,180,20.176,img/Suzu_20260627_091554_000180.jpg,2,FOLLOW,0.00000,30.00,-238.133,-111.017
Suzu_20260627_091554,181,20.288,img/Suzu_20260627_091554_000181.jpg,2,FOLLOW,0.00000,30.00,-238.133,-111.950
Suzu_20260627_091554,182,20.400,img/Suzu_20260627_091554_000182.jpg,2,FOLLOW,0.00000,30.00,-238.133,-112.883
Suzu_20260627_091554,183,20.512,img/Suzu_20260627_091554_000183.jpg,2,FOLLOW,0.00000,30.00,-238.133,-113.816
Suzu_20260627_091554,184,20.624,img/Suzu_20260627_091554_000184.jpg,2,FOLLOW,0.00000,30.00,-238.133,-114.750
Suzu_20260627_091554,185,20.736,img/Suzu_20260627_091554_000185.jpg,2,FOLLOW,0.00000,30.00,-238.133,-115.683
Suzu_20260627_091554,186,20.848,img/Suzu_20260627_091554_000186.jpg,2,FOLLOW,0.00000,30.00,-238.133,-116.616
Suzu_20260627_091554,187,20.960,img/Suzu_20260627_091554_000187.jpg,2,FOLLOW,0.00000,30.00,-238.133,-117.549
Suzu_20260627_091554,188,21.072,img/Suzu_20260627_091554_000188.jpg,2,FOLLOW,0.00000,30.00,-238.133,-118.482
Suzu_20260627_091554,189,21.184,img/Suzu_20260627_091554_000189.jpg,2,FOLLOW,0.00000,30.00,-238.133,-119.416
Suzu_20260627_091554,190,21.296,img/Suzu_20260627_091554_000190.jpg,2,FOLLOW,0.00000,30.00,-238.133,-120.349
Suzu_20260627_091554,191,21.408,img/Suzu_20260627_091554_000191.jpg,2,FOLLOW,0.00000,30.00,-238.133,-121.282
Suzu_20260627_091554,192,21.520,img/Suzu_20260627_091554_000192.jpg,2,FOLLOW,0.00000,30.00,-238.133,-122.215
Suzu_20260627_091554,193,21.632,img/Suzu_20260627_091554_000193.jpg,2,FOLLOW,0.00000,30.00,-238.133,-123.149
Suzu_20260627_091554,194,21.744,img/Suzu_20260627_091554_000194.jpg,2,FOLLOW,0.00000,30.00,-238.133,-124.082
Suzu_20260627_091554,195,21.856,img/Suzu_20260627_091554_000195.jpg,2,FOLLOW,0.00000,30.00,-238.133,-125.015
Suzu_20260627_091554,196,21.968,img/Suzu_20260627_091554_000196.jpg,2,FOLLOW,0.00000,30.00,-238.133,-125.948
Suzu_20260627_091554,197,22.080,img/Suzu_20260627_091554_000197.jpg,2,FOLLOW,0.00000,30.00,-238.134,-126.881
Suzu_20260627_091554,198,22.192,img/Suzu_20260627_091554_000198.jpg,2,FOLLOW,0.00000,30.00,-238.134,-127.815
Suzu_20260627_091554,199,22.304,img/Suzu_20260627_091554_000199.jpg,2,FOLLOW,0.00000,30.00,-238.134,-128.748
Suzu_20260627_091554,200,22.416,img/Suzu_20260627_091554_000200.jpg,2,FOLLOW,0.00000,30.00,-238.134,-129.681
Suzu_20260627_091554,201,22.528,img/Suzu_20260627_091554_000201.jpg,2,FOLLOW,0.00000,30.00,-238.134,-130.614
Suzu_20260627_091554,202,22.640,img/Suzu_20260627_091554_000202.jpg,2,FOLLOW,0.00000,30.00,-238.134,-131.548
Suzu_20260627_091554,203,22.752,img/Suzu_20260627_091554_000203.jpg,2,FOLLOW,0.00000,30.00,-238.134,-132.481
Suzu_20260627_091554,204,22.864,img/Suzu_20260627_091554_000204.jpg,2,FOLLOW,0.00000,30.00,-238.134,-133.414
Suzu_20260627_091554,205,22.976,img/Suzu_20260627_091554_000205.jpg,2,FOLLOW,0.00000,30.00,-238.134,-134.347
Suzu_20260627_091554,206,23.088,img/Suzu_20260627_091554_000206.jpg,2,FOLLOW,0.00000,30.00,-238.134,-135.281
Suzu_20260627_091554,207,23.200,img/Suzu_20260627_091554_000207.jpg,2,FOLLOW,0.00000,30.00,-238.134,-136.214
